, ,1,2,3,4,5,6,7,8,9,10,11,12,13.0000,14,15,16,17.0000,18,19,20.0000,21,22,23.0000,24,25,26.0000,,
1,"3 Rate (E&W, Heating)_L","3 Rate (E&W, Heating)_L1",,"3 Rate (E&W, Heating)",Electric,_L,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.547365,,Peak,,0.378105,E&W,,0.247275,Heating,,0.220710,,,,,Dry Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_M","3 Rate (E&W, Heating)_M1",,"3 Rate (E&W, Heating)",Electric,_M,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,,0.583800,,Peak,,0.326445,E&W,,0.242340,Heating,,0.223545,,,,,Dry Run SVT Direct Debit 
1,4 Rate_A,4 Rate_A1,,4 Rate,Electric,_A,,4 Rate,,,Direct Debit,Standing Charge,,0.489720,,Peak,,0.328125,Off peak ,,0.223755,E&W,,0.269115,Heating,,0.239610,,Dry Run SVT Direct Debit 
1,4 Rate_B,4 Rate_B1,,4 Rate,Electric,_B,,4 Rate,,,Direct Debit,Standing Charge,,0.490875,,Peak,,0.313320,Off peak ,,0.217140,E&W,,0.261240,Heating,,0.233310,,Dry Run SVT Direct Debit 
1,4 Rate_C,4 Rate_C1,,4 Rate,Electric,_C,,4 Rate,,,Direct Debit,Standing Charge,,0.460215,,Peak,,0.303450,Off peak ,,0.227010,E&W,,0.259770,Heating,,0.236355,,Dry Run SVT Direct Debit 
1,4 Rate_D,4 Rate_D1,,4 Rate,Electric,_D,,4 Rate,,,Direct Debit,Standing Charge,,0.691950,,Peak,,0.336735,Off peak ,,0.229530,E&W,,0.288435,Heating,,0.248010,,Dry Run SVT Direct Debit 
1,4 Rate_E,4 Rate_E1,,4 Rate,Electric,_E,,4 Rate,,,Direct Debit,Standing Charge,,0.530460,,Peak,,0.309540,Off peak ,,0.223230,E&W,,0.260925,Heating,,0.234990,,Dry Run SVT Direct Debit 
1,4 Rate_F,4 Rate_F1,,4 Rate,Electric,_F,,4 Rate,,,Direct Debit,Standing Charge,,0.594300,,Peak,,0.305760,Off peak ,,0.220815,E&W,,0.262605,Heating,,0.231525,,Dry Run SVT Direct Debit 
1,4 Rate_G,4 Rate_G1,,4 Rate,Electric,_G,,4 Rate,,,Direct Debit,Standing Charge,,0.509880,,Peak,,0.338730,Off peak ,,0.223230,E&W,,0.271425,Heating,,0.244125,,Dry Run SVT Direct Debit 
1,4 Rate_P,4 Rate_P1,,4 Rate,Electric,_P,,4 Rate,,,Direct Debit,Standing Charge,,0.616665,,Peak,,0.321090,Off peak ,,0.219555,E&W,,0.275625,Heating,,0.231840,,Dry Run SVT Direct Debit 
1,4 Rate_N,4 Rate_N1,,4 Rate,Electric,_N,,4 Rate,,,Direct Debit,Standing Charge,,0.572880,,Peak,,0.303555,Off peak ,,0.211155,E&W,,0.262500,Heating,,0.224910,,Dry Run SVT Direct Debit 
1,4 Rate_J,4 Rate_J1,,4 Rate,Electric,_J,,4 Rate,,,Direct Debit,Standing Charge,,0.483420,,Peak,,0.366240,Off peak ,,0.252315,E&W,,0.282870,Heating,,0.199290,,Dry Run SVT Direct Debit 
1,4 Rate_H,4 Rate_H1,,4 Rate,Electric,_H,,4 Rate,,,Direct Debit,Standing Charge,,0.453075,,Peak,,0.319725,Off peak ,,0.225750,E&W,,0.276570,Heating,,0.236355,,Dry Run SVT Direct Debit 
1,4 Rate_K,4 Rate_K1,,4 Rate,Electric,_K,,4 Rate,,,Direct Debit,Standing Charge,,0.512400,,Peak,,0.329595,Off peak ,,0.225750,E&W,,0.281190,Heating,,0.237615,,Dry Run SVT Direct Debit 
1,4 Rate_L,4 Rate_L1,,4 Rate,Electric,_L,,4 Rate,,,Direct Debit,Standing Charge,,0.547365,,Peak,,0.336525,Off peak ,,0.227745,E&W,,0.271215,Heating,,0.235935,,Dry Run SVT Direct Debit 
1,4 Rate_M,4 Rate_M1,,4 Rate,Electric,_M,,4 Rate,,,Direct Debit,Standing Charge,,0.583800,,Peak,,0.297990,Off peak ,,0.224385,E&W,,0.260715,Heating,,0.235095,,Dry Run SVT Direct Debit 
1,Economy & Heating Load_P,Economy & Heating Load_P1,,Economy & Heating Load,Electric,_P,,Economy & Heating Load,,,Direct Debit,Standing Charge,,0.616665,,Peak,,0.326130,Off peak ,,0.221970,Heating,,0.274890,,,,,Dry Run SVT Direct Debit 
1,Heatwise 2 Rate_B,Heatwise 2 Rate_B1,,Heatwise 2 Rate,Electric,_B,,Heatwise 2 Rate,,,Direct Debit,Standing Charge,,0.490875,,Peak,,0.287385,Off peak ,,0.208635,,,,,,,,Dry Run SVT Direct Debit 
1,Heatwise 3 Rate_B,Heatwise 3 Rate_B1,,Heatwise 3 Rate,Electric,_B,,Heatwise 3 Rate,,,Direct Debit,Standing Charge,,0.490875,,Anytime,,0.288960,Peak,,0.296205,Off peak ,,0.221550,,,,,Dry Run SVT Direct Debit 
1,Region Specific_P,Region Specific_P1,,Region Specific,Electric,_P,,Region Specific,,,Direct Debit,Standing Charge,,0.616665,,Peak,,0.297570,Off peak ,,0.206325,,,,,,,,
2,Standard_A,Standard_A2,,Standard,Gas,_A,,Standard,,,Direct Debit,Standing Charge,,0.324660,,Anytime,,0.069195,,,,,,,,,,,Dry Run SVT Direct Debit 
2,Standard_B,Standard_B2,,Standard,Gas,_B,,Standard,,,Direct Debit,Standing Charge,,0.325080,,Anytime,,0.068460,,,,,,,,,,,Dry Run SVT Direct Debit 
2,Standard_C,Standard_C2,,Standard,Gas,_C,,Standard,,,Direct Debit,Standing Charge,,0.329490,,Anytime,,0.070665,,,,,,,,,,,Dry Run SVT Direct Debit 
2,Standard_D,Standard_D2,,Standard,Gas,_D,,Standard,,,Direct Debit,Standing Charge,,0.328860,,Anytime,,0.069825,,,,,,,,,,,Dry Run SVT Direct Debit 
2,Standard_E,Standard_E2,,Standard,Gas,_E,,Standard,,,Direct Debit,Standing Charge,,0.326760,,Anytime,,0.069300,,,,,,,,,,,Dry Run SVT Direct Debit 
2,Standard_F,Standard_F2,,Standard,Gas,_F,,Standard,,,Direct Debit,Standing Charge,,0.327285,,Anytime,,0.069300,,,,,,,,,,,Dry Run SVT Direct Debit 
2,Standard_G,Standard_G2,,Standard,Gas,_G,,Standard,,,Direct Debit,Standing Charge,,0.327495,,Anytime,,0.069510,,,,,,,,,,,Dry Run SVT Direct Debit 
2,Standard_P,Standard_P2,,Standard,Gas,_P,,Standard,,,Direct Debit,Standing Charge,,0.327495,,Anytime,,0.069195,,,,,,,,,,,Dry Run SVT Direct Debit 
2,Standard_N,Standard_N2,,Standard,Gas,_N,,Standard,,,Direct Debit,Standing Charge,,0.327810,,Anytime,,0.069195,,,,,,,,,,,Dry Run SVT Direct Debit 
2,Standard_J,Standard_J2,,Standard,Gas,_J,,Standard,,,Direct Debit,Standing Charge,,0.324345,,Anytime,,0.069090,,,,,,,,,,,Dry Run SVT Direct Debit 
2,Standard_H,Standard_H2,,Standard,Gas,_H,,Standard,,,Direct Debit,Standing Charge,,0.323505,,Anytime,,0.070770,,,,,,,,,,,Dry Run SVT Direct Debit 
2,Standard_K,Standard_K2,,Standard,Gas,_K,,Standard,,,Direct Debit,Standing Charge,,0.328125,,Anytime,,0.071190,,,,,,,,,,,Dry Run SVT Direct Debit 
2,Standard_L,Standard_L2,,Standard,Gas,_L,,Standard,,,Direct Debit,Standing Charge,,0.324450,,Anytime,,0.072135,,,,,,,,,,,Dry Run SVT Direct Debit 
2,Standard_M,Standard_M2,,Standard,Gas,_M,,Standard,,,Direct Debit,Standing Charge,,0.327180,,Anytime,,0.069510,,,,,,,,,,,Dry Run SVT Direct Debit 
3,Standard_A,Standard_A3,,Standard,Electric,_A,,Standard,,,On Demand,Standing Charge,,0.568791,,Anytime,,0.273980,,,,,,,,,,,Dry Run SVT On Demand
3,Standard_B,Standard_B3,,Standard,Electric,_B,,Standard,,,On Demand,Standing Charge,,0.574909,,Anytime,,0.263882,,,,,,,,,,,Dry Run SVT On Demand
3,Standard_C,Standard_C3,,Standard,Electric,_C,,Standard,,,On Demand,Standing Charge,,0.535277,,Anytime,,0.264385,,,,,,,,,,,Dry Run SVT On Demand
3,Standard_D,Standard_D3,,Standard,Electric,_D,,Standard,,,On Demand,Standing Charge,,0.786664,,Anytime,,0.286302,,,,,,,,,,,Dry Run SVT On Demand
3,Standard_E,Standard_E3,,Standard,Electric,_E,,Standard,,,On Demand,Standing Charge,,0.613576,,Anytime,,0.264751,,,,,,,,,,,Dry Run SVT On Demand
3,Standard_F,Standard_F3,,Standard,Electric,_F,,Standard,,,On Demand,Standing Charge,,0.685498,,Anytime,,0.262957,,,,,,,,,,,Dry Run SVT On Demand
3,Standard_G,Standard_G3,,Standard,Electric,_G,,Standard,,,On Demand,Standing Charge,,0.593292,,Anytime,,0.280596,,,,,,,,,,,Dry Run SVT On Demand
3,Standard_P,Standard_P3,,Standard,Electric,_P,,Standard,,,On Demand,Standing Charge,,0.531393,,Anytime,,0.273303,,,,,,,,,,,Dry Run SVT On Demand
3,Standard_N,Standard_N3,,Standard,Electric,_N,,Standard,,,On Demand,Standing Charge,,0.562443,,Anytime,,0.278109,,,,,,,,,,,Dry Run SVT On Demand
3,Standard_J,Standard_J3,,Standard,Electric,_J,,Standard,,,On Demand,Standing Charge,,0.597531,,Anytime,,0.277456,,,,,,,,,,,Dry Run SVT On Demand
3,Standard_H,Standard_H3,,Standard,Electric,_H,,Standard,,,On Demand,Standing Charge,,0.628656,,Anytime,,0.277280,,,,,,,,,,,Dry Run SVT On Demand
3,Standard_K,Standard_K3,,Standard,Electric,_K,,Standard,,,On Demand,Standing Charge,,0.672409,,Anytime,,0.261540,,,,,,,,,,,Dry Run SVT On Demand
3,Standard_L,Standard_L3,,Standard,Electric,_L,,Standard,,,On Demand,Standing Charge,,0.647384,,Anytime,,0.258753,,,,,,,,,,,Dry Run SVT On Demand
3,Standard_M,Standard_M3,,Standard,Electric,_M,,Standard,,,On Demand,Standing Charge,,0.695764,,Anytime,,0.271290,,,,,,,,,,,Dry Run SVT On Demand
2,Economy 7_A,Economy 7_A2,,Economy 7,Electric,_A,,Economy 7,,,On Demand,Standing Charge,,0.544635,,Peak,,0.316155,Off peak ,,0.215985,,,,,,,,Dry Run SVT On Demand
2,Economy 7_B,Economy 7_B2,,Economy 7,Electric,_B,,Economy 7,,,On Demand,Standing Charge,,0.550620,,Peak,,0.304290,Off peak ,,0.211155,,,,,,,,Dry Run SVT On Demand
2,Economy 7_C,Economy 7_C2,,Economy 7,Electric,_C,,Economy 7,,,On Demand,Standing Charge,,0.511770,,Peak,,0.297780,Off peak ,,0.222600,,,,,,,,Dry Run SVT On Demand
2,Economy 7_D,Economy 7_D2,,Economy 7,Electric,_D,,Economy 7,,,On Demand,Standing Charge,,0.757890,,Peak,,0.328755,Off peak ,,0.223755,,,,,,,,Dry Run SVT On Demand
2,Economy 7_E,Economy 7_E2,,Economy 7,Electric,_E,,Economy 7,,,On Demand,Standing Charge,,0.588420,,Peak,,0.301665,Off peak ,,0.217665,,,,,,,,Dry Run SVT On Demand
2,Economy 7_F,Economy 7_F2,,Economy 7,Electric,_F,,Economy 7,,,On Demand,Standing Charge,,0.658770,,Peak,,0.298830,Off peak ,,0.215880,,,,,,,,Dry Run SVT On Demand
2,Economy 7_G,Economy 7_G2,,Economy 7,Electric,_G,,Economy 7,,,On Demand,Standing Charge,,0.568680,,Peak,,0.324870,Off peak ,,0.214515,,,,,,,,Dry Run SVT On Demand
2,Economy 7_P,Economy 7_P2,,Economy 7,Electric,_P,,Economy 7,,,On Demand,Standing Charge,,0.668955,,Peak,,0.311220,Off peak ,,0.212940,,,,,,,,Dry Run SVT On Demand
2,Economy 7_N,Economy 7_N2,,Economy 7,Electric,_N,,Economy 7,,,On Demand,Standing Charge,,0.621495,,Peak,,0.296835,Off peak ,,0.205905,,,,,,,,Dry Run SVT On Demand
2,Economy 7_J,Economy 7_J2,,Economy 7,Electric,_J,,Economy 7,,,On Demand,Standing Charge,,0.538440,,Peak,,0.320145,Off peak ,,0.217560,,,,,,,,Dry Run SVT On Demand
2,Economy 7_H,Economy 7_H2,,Economy 7,Electric,_H,,Economy 7,,,On Demand,Standing Charge,,0.508095,,Peak,,0.311535,Off peak ,,0.219870,,,,,,,,Dry Run SVT On Demand
2,Economy 7_K,Economy 7_K2,,Economy 7,Electric,_K,,Economy 7,,,On Demand,Standing Charge,,0.572775,,Peak,,0.318990,Off peak ,,0.218295,,,,,,,,Dry Run SVT On Demand
2,Economy 7_L,Economy 7_L2,,Economy 7,Electric,_L,,Economy 7,,,On Demand,Standing Charge,,0.603330,,Peak,,0.318990,Off peak ,,0.216510,,,,,,,,Dry Run SVT On Demand
2,Economy 7_M,Economy 7_M2,,Economy 7,Electric,_M,,Economy 7,,,On Demand,Standing Charge,,0.645960,,Peak,,0.294735,Off peak ,,0.221760,,,,,,,,Dry Run SVT On Demand
2,Economy 10_A,Economy 10_A2,,Economy 10,Electric,_A,,Economy 10,,,On Demand,Standing Charge,,0.544635,,Peak,,0.310590,Off peak ,,0.237615,,,,,,,,Dry Run SVT On Demand
2,Economy 10_B,Economy 10_B2,,Economy 10,Electric,_B,,Economy 10,,,On Demand,Standing Charge,,0.550620,,Peak,,0.298935,Off peak ,,0.231420,,,,,,,,Dry Run SVT On Demand
2,Economy 10_C,Economy 10_C2,,Economy 10,Electric,_C,,Economy 10,,,On Demand,Standing Charge,,0.511770,,Peak,,0.292740,Off peak ,,0.239715,,,,,,,,Dry Run SVT On Demand
2,Economy 10_D,Economy 10_D2,,Economy 10,Electric,_D,,Economy 10,,,On Demand,Standing Charge,,0.757890,,Peak,,0.322350,Off peak ,,0.246960,,,,,,,,Dry Run SVT On Demand
2,Economy 10_E,Economy 10_E2,,Economy 10,Electric,_E,,Economy 10,,,On Demand,Standing Charge,,0.588420,,Peak,,0.297885,Off peak ,,0.234885,,,,,,,,Dry Run SVT On Demand
2,Economy 10_F,Economy 10_F2,,Economy 10,Electric,_F,,Economy 10,,,On Demand,Standing Charge,,0.658770,,Peak,,0.295260,Off peak ,,0.232680,,,,,,,,Dry Run SVT On Demand
2,Economy 10_G,Economy 10_G2,,Economy 10,Electric,_G,,Economy 10,,,On Demand,Standing Charge,,0.568680,,Peak,,0.317205,Off peak ,,0.239820,,,,,,,,Dry Run SVT On Demand
2,Economy 10_P,Economy 10_P2,,Economy 10,Electric,_P,,Economy 10,,,On Demand,Standing Charge,,0.668955,,Peak,,0.305340,Off peak ,,0.234570,,,,,,,,Dry Run SVT On Demand
2,Economy 10_N,Economy 10_N2,,Economy 10,Electric,_N,,Economy 10,,,On Demand,Standing Charge,,0.621495,,Peak,,0.292950,Off peak ,,0.224280,,,,,,,,Dry Run SVT On Demand
2,Economy 10_J,Economy 10_J2,,Economy 10,Electric,_J,,Economy 10,,,On Demand,Standing Charge,,0.538440,,Peak,,0.317310,Off peak ,,0.236775,,,,,,,,Dry Run SVT On Demand
2,Economy 10_H,Economy 10_H2,,Economy 10,Electric,_H,,Economy 10,,,On Demand,Standing Charge,,0.508095,,Peak,,0.309645,Off peak ,,0.236460,,,,,,,,Dry Run SVT On Demand
2,Economy 10_K,Economy 10_K2,,Economy 10,Electric,_K,,Economy 10,,,On Demand,Standing Charge,,0.572775,,Peak,,0.318780,Off peak ,,0.234570,,,,,,,,Dry Run SVT On Demand
2,Economy 10_L,Economy 10_L2,,Economy 10,Electric,_L,,Economy 10,,,On Demand,Standing Charge,,0.603330,,Peak,,0.322350,Off peak ,,0.229530,,,,,,,,Dry Run SVT On Demand
2,Economy 10_M,Economy 10_M2,,Economy 10,Electric,_M,,Economy 10,,,On Demand,Standing Charge,,0.645960,,Peak,,0.290850,Off peak ,,0.237300,,,,,,,,Dry Run SVT On Demand
2,Domestic Economy_P,Domestic Economy_P2,,Domestic Economy,Electric,_P,,Domestic Economy,,,On Demand,Standing Charge,,0.668955,,Peak,,0.311850,Off peak ,,0.212100,,,,,,,,Dry Run SVT On Demand
2,Domestic Economy_N,Domestic Economy_N2,,Domestic Economy,Electric,_N,,Domestic Economy,,,On Demand,Standing Charge,,0.621495,,Peak,,0.297465,Off peak ,,0.205065,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_A,Smart Economy 9_A2,,Smart Economy 9,Electric,_A,,Smart Economy 9,,,On Demand,Standing Charge,,0.544635,,Peak,,0.324030,Off peak ,,0.239400,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_B,Smart Economy 9_B2,,Smart Economy 9,Electric,_B,,Smart Economy 9,,,On Demand,Standing Charge,,0.550620,,Peak,,0.309225,Off peak ,,0.234570,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_C,Smart Economy 9_C2,,Smart Economy 9,Electric,_C,,Smart Economy 9,,,On Demand,Standing Charge,,0.511770,,Peak,,0.294945,Off peak ,,0.246225,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_D,Smart Economy 9_D2,,Smart Economy 9,Electric,_D,,Smart Economy 9,,,On Demand,Standing Charge,,0.757890,,Peak,,0.332010,Off peak ,,0.251790,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_E,Smart Economy 9_E2,,Smart Economy 9,Electric,_E,,Smart Economy 9,,,On Demand,Standing Charge,,0.588420,,Peak,,0.308175,Off peak ,,0.237300,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_F,Smart Economy 9_F2,,Smart Economy 9,Electric,_F,,Smart Economy 9,,,On Demand,Standing Charge,,0.658770,,Peak,,0.305760,Off peak ,,0.234990,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_G,Smart Economy 9_G2,,Smart Economy 9,Electric,_G,,Smart Economy 9,,,On Demand,Standing Charge,,0.568680,,Peak,,0.331905,Off peak ,,0.241395,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_P,Smart Economy 9_P2,,Smart Economy 9,Electric,_P,,Smart Economy 9,,,On Demand,Standing Charge,,0.668955,,Peak,,0.316365,Off peak ,,0.237720,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_N,Smart Economy 9_N2,,Smart Economy 9,Electric,_N,,Smart Economy 9,,,On Demand,Standing Charge,,0.621495,,Peak,,0.302085,Off peak ,,0.228480,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_J,Smart Economy 9_J2,,Smart Economy 9,Electric,_J,,Smart Economy 9,,,On Demand,Standing Charge,,0.538440,,Peak,,0.334005,Off peak ,,0.237510,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_H,Smart Economy 9_H2,,Smart Economy 9,Electric,_H,,Smart Economy 9,,,On Demand,Standing Charge,,0.508095,,Peak,,0.319410,Off peak ,,0.240870,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_K,Smart Economy 9_K2,,Smart Economy 9,Electric,_K,,Smart Economy 9,,,On Demand,Standing Charge,,0.572775,,Peak,,0.328230,Off peak ,,0.240870,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_L,Smart Economy 9_L2,,Smart Economy 9,Electric,_L,,Smart Economy 9,,,On Demand,Standing Charge,,0.603330,,Peak,,0.333690,Off peak ,,0.235830,,,,,,,,Dry Run SVT On Demand
2,Smart Economy 9_M,Smart Economy 9_M2,,Smart Economy 9,Electric,_M,,Smart Economy 9,,,On Demand,Standing Charge,,0.645960,,Peak,,0.298830,Off peak ,,0.239925,,,,,,,,Dry Run SVT On Demand
2,2 Rate_A,2 Rate_A2,,2 Rate,Electric,_A,,2 Rate,,,On Demand,Standing Charge,,0.544635,,Peak,,0.319095,Off peak ,,0.219030,,,,,,,,Dry Run SVT On Demand
2,2 Rate_B,2 Rate_B2,,2 Rate,Electric,_B,,2 Rate,,,On Demand,Standing Charge,,0.550620,,Peak,,0.306810,Off peak ,,0.214305,,,,,,,,Dry Run SVT On Demand
2,2 Rate_C,2 Rate_C2,,2 Rate,Electric,_C,,2 Rate,,,On Demand,Standing Charge,,0.511770,,Peak,,0.299775,Off peak ,,0.225225,,,,,,,,Dry Run SVT On Demand
2,2 Rate_D,2 Rate_D2,,2 Rate,Electric,_D,,2 Rate,,,On Demand,Standing Charge,,0.757890,,Peak,,0.331275,Off peak ,,0.227745,,,,,,,,Dry Run SVT On Demand
2,2 Rate_E,2 Rate_E2,,2 Rate,Electric,_E,,2 Rate,,,On Demand,Standing Charge,,0.588420,,Peak,,0.304080,Off peak ,,0.220290,,,,,,,,Dry Run SVT On Demand
2,2 Rate_F,2 Rate_F2,,2 Rate,Electric,_F,,2 Rate,,,On Demand,Standing Charge,,0.658770,,Peak,,0.301245,Off peak ,,0.218505,,,,,,,,Dry Run SVT On Demand
2,2 Rate_G,2 Rate_G2,,2 Rate,Electric,_G,,2 Rate,,,On Demand,Standing Charge,,0.568680,,Peak,,0.328230,Off peak ,,0.217770,,,,,,,,Dry Run SVT On Demand
2,2 Rate_P,2 Rate_P2,,2 Rate,Electric,_P,,2 Rate,,,On Demand,Standing Charge,,0.668955,,Peak,,0.313110,Off peak ,,0.217140,,,,,,,,Dry Run SVT On Demand
2,2 Rate_N,2 Rate_N2,,2 Rate,Electric,_N,,2 Rate,,,On Demand,Standing Charge,,0.621495,,Peak,,0.298830,Off peak ,,0.209475,,,,,,,,Dry Run SVT On Demand
2,2 Rate_J,2 Rate_J2,,2 Rate,Electric,_J,,2 Rate,,,On Demand,Standing Charge,,0.538440,,Peak,,0.323820,Off peak ,,0.219870,,,,,,,,Dry Run SVT On Demand
2,2 Rate_H,2 Rate_H2,,2 Rate,Electric,_H,,2 Rate,,,On Demand,Standing Charge,,0.508095,,Peak,,0.313845,Off peak ,,0.223230,,,,,,,,Dry Run SVT On Demand
2,2 Rate_K,2 Rate_K2,,2 Rate,Electric,_K,,2 Rate,,,On Demand,Standing Charge,,0.572775,,Peak,,0.321825,Off peak ,,0.221550,,,,,,,,Dry Run SVT On Demand
2,2 Rate_L,2 Rate_L2,,2 Rate,Electric,_L,,2 Rate,,,On Demand,Standing Charge,,0.603330,,Peak,,0.322455,Off peak ,,0.219135,,,,,,,,Dry Run SVT On Demand
2,2 Rate_M,2 Rate_M2,,2 Rate,Electric,_M,,2 Rate,,,On Demand,Standing Charge,,0.645960,,Peak,,0.296625,Off peak ,,0.224385,,,,,,,,Dry Run SVT On Demand
2,THTC_P,THTC_P2,,THTC,Electric,_P,,THTC,,,On Demand,Standing Charge,,0.668955,,Anytime,,0.314580,Heating,,0.250845,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_A,Flex Rate_A2,,Flex Rate,Electric,_A,,Flex Rate,,,On Demand,Standing Charge,,0.544635,,Anytime,,0.303345,Heating,,0.238350,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_B,Flex Rate_B2,,Flex Rate,Electric,_B,,Flex Rate,,,On Demand,Standing Charge,,0.550620,,Anytime,,0.291900,Heating,,0.232470,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_C,Flex Rate_C2,,Flex Rate,Electric,_C,,Flex Rate,,,On Demand,Standing Charge,,0.511770,,Anytime,,0.286965,Heating,,0.240870,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_D,Flex Rate_D2,,Flex Rate,Electric,_D,,Flex Rate,,,On Demand,Standing Charge,,0.757890,,Anytime,,0.314895,Heating,,0.247695,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_E,Flex Rate_E2,,Flex Rate,Electric,_E,,Flex Rate,,,On Demand,Standing Charge,,0.588420,,Anytime,,0.290955,Heating,,0.236355,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_F,Flex Rate_F2,,Flex Rate,Electric,_F,,Flex Rate,,,On Demand,Standing Charge,,0.658770,,Anytime,,0.288540,Heating,,0.233940,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_G,Flex Rate_G2,,Flex Rate,Electric,_G,,Flex Rate,,,On Demand,Standing Charge,,0.568680,,Anytime,,0.310800,Heating,,0.239085,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_P,Flex Rate_P2,,Flex Rate,Electric,_P,,Flex Rate,,,On Demand,Standing Charge,,0.668955,,Anytime,,0.298410,Heating,,0.235200,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_N,Flex Rate_N2,,Flex Rate,Electric,_N,,Flex Rate,,,On Demand,Standing Charge,,0.621495,,Anytime,,0.285495,Heating,,0.225855,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_J,Flex Rate_J2,,Flex Rate,Electric,_J,,Flex Rate,,,On Demand,Standing Charge,,0.538440,,Anytime,,0.308910,Heating,,0.238140,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_H,Flex Rate_H2,,Flex Rate,Electric,_H,,Flex Rate,,,On Demand,Standing Charge,,0.508095,,Anytime,,0.300510,Heating,,0.239505,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_K,Flex Rate_K2,,Flex Rate,Electric,_K,,Flex Rate,,,On Demand,Standing Charge,,0.572775,,Anytime,,0.307230,Heating,,0.239400,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_L,Flex Rate_L2,,Flex Rate,Electric,_L,,Flex Rate,,,On Demand,Standing Charge,,0.603330,,Anytime,,0.307860,Heating,,0.236985,,,,,,,,Dry Run SVT On Demand
2,Flex Rate_M,Flex Rate_M2,,Flex Rate,Electric,_M,,Flex Rate,,,On Demand,Standing Charge,,0.645960,,Anytime,,0.285285,Heating,,0.238245,,,,,,,,Dry Run SVT On Demand
2,2 Rate (Heating)_P,2 Rate (Heating)_P2,,2 Rate (Heating),Electric,_P,,2 Rate (Heating),,,On Demand,Standing Charge,,0.668955,,Anytime,,0.291270,Heating,,0.243915,,,,,,,,Dry Run SVT On Demand
2,2 Rate (Heating)_N,2 Rate (Heating)_N2,,2 Rate (Heating),Electric,_N,,2 Rate (Heating),,,On Demand,Standing Charge,,0.621495,,Anytime,,0.276465,Heating,,0.236880,,,,,,,,Dry Run SVT On Demand
2,2 Rate (Heating)_K,2 Rate (Heating)_K2,,2 Rate (Heating),Electric,_K,,2 Rate (Heating),,,On Demand,Standing Charge,,0.572775,,Anytime,,0.297360,Heating,,0.251370,,,,,,,,Dry Run SVT On Demand
2,Superdeal_H,Superdeal_H2,,Superdeal,Electric,_H,,Superdeal,,,On Demand,Standing Charge,,0.508095,,Peak,,0.331800,Off peak ,,0.247065,Heating,,0.246645,,,,,Dry Run SVT On Demand
2,3 Rate (Heating)_A,3 Rate (Heating)_A2,,3 Rate (Heating),Electric,_A,,3 Rate (Heating),,,On Demand,Standing Charge,,0.544635,,Peak,,0.346395,Off peak ,,0.239505,Heating,,0.257040,,,,,Dry Run SVT On Demand
2,3 Rate (Heating)_B,3 Rate (Heating)_B2,,3 Rate (Heating),Electric,_B,,3 Rate (Heating),,,On Demand,Standing Charge,,0.550620,,Peak,,0.331590,Off peak ,,0.232680,Heating,,0.249795,,,,,Dry Run SVT On Demand
2,3 Rate (Heating)_C,3 Rate (Heating)_C2,,3 Rate (Heating),Electric,_C,,3 Rate (Heating),,,On Demand,Standing Charge,,0.511770,,Peak,,0.317205,Off peak ,,0.239715,Heating,,0.254940,,,,,Dry Run SVT On Demand
2,3 Rate (Heating)_D,3 Rate (Heating)_D2,,3 Rate (Heating),Electric,_D,,3 Rate (Heating),,,On Demand,Standing Charge,,0.757890,,Peak,,0.360045,Off peak ,,0.247800,Heating,,0.267225,,,,,Dry Run SVT On Demand
2,3 Rate (Heating)_E,3 Rate (Heating)_E2,,3 Rate (Heating),Electric,_E,,3 Rate (Heating),,,On Demand,Standing Charge,,0.588420,,Peak,,0.326340,Off peak ,,0.238140,Heating,,0.252105,,,,,Dry Run SVT On Demand
